population,householdsize,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,ViolentCrimesPerPop
12304,2.41,59913,81.62,1.21,72.89,24.78,0.91,10.69,80759,38831,39984,20807,11905,25228,0,16174,87.28,97.75,92.23,53.65,58.29,30,0.33,147.83
21505,2.47,21949,69.3,1.06,30,36.26,8.09,14.36,27124,10822,11373,7197,8032,3456,5294,10896,66.12,78.62,78.3,66.03,73.21,233,1.18,803.58
174820,2.8,32154,79.72,0.91,32.68,20,12.01,12.66,36998,14183,16203,7977,11929,14488,7490,8548,65.04,72.06,72.63,51.73,62.77,6512,5.23,974.37
10353,2.27,28097,77.54,1.12,47.44,29.17,2.61,17.31,33004,14172,15020,8159,12842,8784,11028,12111,72.23,85.73,67.67,73.62,79.51,66,0.93,603.84
101082,2.4,25152,76.33,0.31,44.7,26.97,8.17,16.94,34493,13742,15401,8768,7382,8711,6430,8517,49.59,59.38,54.73,65.36,73.44,5658,8.96,1183.14
275221,3.01,21650,71.27,0.3,17.88,24.5,22.23,10.53,25816,9424,11412,8870,8021,11532,7104,7853,34.59,48.41,44.71,53.87,59.85,42040,20,3928.03
73552,2.7,26810,78.21,0.52,21.24,24.96,14.71,12.17,33263,12376,15147,12181,13561,20073,8384,9709,34.12,42.17,45.98,65.01,71.9,9402,16.74,2941.62
63909,2.64,23487,73.01,0.66,38.21,29.29,9.77,19.62,28649,10754,11279,7364,6726,9032,6667,6783,67.64,75.35,75.95,63.75,69.91,1514,2.64,577.28
38386,2.61,21309,73.47,0.55,21.44,32.36,12.38,23.39,27243,10547,15150,8859,7020,12730,6856,8181,37.26,51.46,57.54,64.08,73.6,4101,12.99,1332.66
63850,2.85,30151,80.41,0.58,34.48,22.05,6.22,13.39,33891,12963,14935,7787,7455,34110,6408,6763,68.81,79.88,74.89,46.55,56.62,1295,2.74,566.03
112669,2.43,25369,76.99,0.84,50.06,23.82,5.56,13.87,34153,13886,14213,7933,10229,10272,7037,7901,69.15,82.8,71.2,61.71,71.18,1342,1.89,390.93
160728,2.73,22147,70.69,0.64,33.3,27.42,16.33,13.6,28342,11838,13884,7728,7743,5782,6551,6750,50.04,59.15,55.78,52.4,60.15,10047,9.23,916.52
61741,2.47,23958,72.28,0.45,34.47,29.66,7.4,15.97,30185,12390,14491,5771,9106,11574,8133,8372,57.72,72.07,64.87,65.29,72.04,2704,5.46,1020.91
12804,2.59,53226,80.79,0.52,61.13,29.11,2,18.08,61046,23174,23987,17303,0,16540,15555,15989,81.36,95.41,87.3,51.71,67.34,162,1.81,183.56
11385,2.53,31637,76.46,0.86,42.69,32.82,6.05,17.33,37795,15255,15266,11949,14762,16449,13000,9115,77.41,84.38,82.34,71.62,79.9,117,1.34,8.82
28835,3.27,21463,81.31,0.65,41.07,18.66,7.49,13.52,28301,9191,9562,5231,7073,7793,4444,6044,64.84,70.16,63.26,48.95,61.21,576,4.53,395.81
42655,2.99,50981,88.31,0.55,48.82,17.98,4.46,15.41,54463,19147,20032,14246,23967,16648,12930,13311,73.34,90.75,76.71,62.91,72.04,504,1.69,319.39
20935,2.87,35090,86.36,2.2,44.86,17.67,2.08,12.66,38880,13430,13610,5466,9235,11142,15914,12217,81.02,92.97,82.63,65.8,76.16,138,0.91,132.89
19512,2.49,49712,93.57,0.51,54.93,8.82,1.35,6.64,60009,23952,24288,21109,35564,21059,12512,11353,86.6,94.98,87.76,56.86,68.22,171,1.57,?
38719,2.81,30489,83.86,1.31,61.27,17.61,2.55,13.49,50217,16288,17797,8440,9828,11902,6910,9279,71.6,88.73,69.84,59.77,69.52,508,3.23,672.46
13817,2.4,23603,66.74,0.82,40.55,37.62,4.93,21.19,28907,12219,12284,7205,1727,12592,0,5103,70.27,81.87,82.04,65.98,66.42,83,0.64,538.88
11587,2.67,41524,88.61,0.35,40.99,17.66,2.77,11.2,45990,16273,16969,12742,4962,14765,0,10449,80.66,89.03,86.01,74.73,76.88,150,1.93,212.78
37960,2.34,32341,87.49,0.13,39.36,14.08,5.55,12.51,37801,15993,16329,12164,11402,14625,15010,14482,64.79,76.35,70.95,57.86,69.44,700,2.92,536.69
18549,2.45,26668,74.43,1.66,41.08,31.61,5.44,22.21,32194,13469,14049,8758,9005,9256,6240,12672,64.31,71.45,73.29,62.14,70.11,394,2.52,337.96
38372,2.78,33498,76.67,0.8,46.68,29.8,8.15,18.47,40144,14225,14391,9591,6255,9401,8280,7122,74.17,80.57,77.8,57.05,69.05,614,2.29,885.56
36659,3.29,38346,82.93,1.17,55.7,24.86,4.76,19.64,41917,14399,14457,5011,7598,10144,14775,14844,86.66,92.75,88.83,51.52,60.09,149,0.43,137.16
10104,2.53,21170,69.37,0.87,39.37,33.35,14.15,20.12,27081,11241,11372,1200,3742,4892,0,176,66.63,68.62,75.47,57.04,70.18,141,1.57,?
44630,2.37,43309,77.54,0.63,62.98,29.27,4.4,19.16,52749,21449,21476,13865,25526,23386,17925,19522,80.11,92.67,79.62,61.51,70.17,208,0.71,188.02
55900,2.31,55333,79.02,0.67,70.39,23.65,3.26,16.09,68790,32489,34296,23305,19393,22879,14992,19337,77.02,95.63,75.82,61.34,69.06,301,0.88,241.21
15157,2.92,63032,85.46,1.49,62.47,17.95,2.23,14.69,68667,24516,24585,73636,0,19193,12091,22111,88.94,96.64,91.04,40.63,61.02,54,0.5,51.57
49389,2.56,41745,74.97,0.52,55.79,38.37,3.51,25.4,49630,18574,19050,13405,12977,21252,13278,13050,75.43,90.81,82.25,63.64,73,795,2.18,199.45
27652,3.13,46199,91.51,1.42,42.78,13.68,2.82,10.43,48512,15645,16075,8691,14951,9247,10738,10920,80.28,93.32,85.92,62.52,66.53,89,0.48,207.47
75460,2.62,51331,85.29,0.84,64.26,21.78,1.71,13.36,60587,22864,23176,19474,10708,17995,12493,15789,89.02,94.87,89.43,53.07,61.39,422,0.83,?
15324,2.41,35197,85.12,0.87,50.32,21.37,2.42,16.78,40757,15992,16115,16110,9633,9265,11149,16766,72.03,88.68,73.65,71.16,76.92,197,1.85,420.62
21853,2.57,36096,82.86,0.35,52.88,22.72,5.06,14.99,44825,15941,16349,8565,6253,10470,2400,11819,73.06,80,79.7,77.11,82.5,531,2.87,?
12003,2.77,35005,88.86,1.62,43.84,15.87,3.3,13.44,37995,13512,13544,24509,5433,7405,13333,9308,80.61,88.65,89.28,72.03,78.44,138,1.84,55.23
20850,4.37,27074,86.29,0.38,14.85,17.9,15.23,9.78,27157,8043,8582,3516,11980,10476,6427,7183,61.45,77.11,73.67,48.95,53.29,1596,9.59,1531.26
13502,2.45,18346,72.89,3.75,38.56,29.55,4.94,16.68,30245,10802,11140,5622,6092,8000,6247,6252,72.91,91.63,77.81,45.45,61.19,86,1.01,62.17
22817,4.34,22279,81.5,0.63,9.02,13.73,19.2,6.34,22245,5935,7144,6403,6195,8890,5280,5507,59.29,71.51,71.1,38.27,45.04,1953,11.81,1593.54
13604,2.6,37771,80.54,1.69,56.78,24.72,2.3,14.84,42437,16231,16138,14985,18675,21939,26015,17003,85.49,96.83,82.43,56.84,71.03,124,1.26,?
16327,2.27,34836,78.19,0.56,59.66,21.75,3.94,14.16,40527,18158,20214,17108,9093,12484,9627,11871,69.72,90.25,61.85,61.25,69.43,211,2.38,601.38
34185,2.82,43191,79.33,0.23,55.6,34.03,3.13,23.96,50314,18102,19065,13723,16226,30743,8791,10064,74.9,90.73,70.08,65.51,76.29,455,2.05,216.31
16032,2.53,36977,75.03,0.73,63.09,32.68,3.62,19.83,44774,16495,16545,7684,21443,19246,7233,11817,84.48,93.92,88.66,67.04,72.69,54,0.46,61.69
40452,3.18,47143,83.09,0.56,46.16,26.41,5.31,20.19,50577,16415,17025,11496,15403,14966,13009,13477,75.14,91.29,83.09,61.34,68.27,514,1.72,650.56
19661,2.58,33817,78.69,0.79,52.19,28.9,3.1,23.75,39435,14636,14957,12362,6524,12549,10164,12523,76.49,94.04,81.93,67.84,75.62,157,1.14,525.08
10177,2.94,46309,79.74,0,56.47,36.13,3.57,20.43,52763,17940,18057,1440,0,20438,15000,14602,79.7,100,88.09,50,67.2,29,0.4,182.15
10422,2.94,65920,83.79,0,70.79,28.23,1.66,18.07,70290,25409,25464,28033,0,22561,55369,21588,90.36,100,89.29,58.39,68.1,28,0.4,84.96
31083,2.78,37230,79.53,0.2,44.09,27.84,5.06,18.02,41883,14566,14614,8314,15049,17577,7576,7450,81.05,88.28,86.08,63.48,72.99,282,1.25,125.06
37840,2.45,30138,75.2,0.37,37.01,32.28,6.57,19.94,35427,13569,13589,13885,17000,10793,10315,11199,64.31,74.99,65.56,62.44,66.92,1024,3.5,?
72884,2.79,55407,86.77,0.5,63.29,18.72,1.88,13.48,63187,23249,23382,23621,14978,21518,25817,16200,89.58,96.01,90.38,52.6,63.92,179,0.37,?
31306,2.83,74472,87.36,0.5,68.3,16.55,1.7,14.74,78863,31265,31909,27799,19538,24156,23084,26835,86.84,96.8,83.7,54.73,65.02,111,0.52,25.7
16410,2.51,16586,60.54,0.84,24.16,42.33,19.11,14.87,20839,9009,11864,5993,7300,12670,0,8104,45.98,44.01,60.71,58.17,66.38,1170,7.32,730.58
21082,2.53,45424,81.93,0.64,65.18,22.22,3.23,19.72,53937,21790,21814,17153,22049,23487,13143,16675,83.8,88.81,85.66,59.73,70.65,192,1.26,114.49
11224,2.6,25615,69.18,1,44.51,36.98,7.65,26.3,30227,11587,11671,9055,8571,0,0,8723,77.92,90.54,91.45,58,60.84,65,0.71,61.33
14936,2.75,69695,83.75,0.21,65.77,25.36,1.87,13.69,86126,46038,48138,18193,142500,30231,10648,13692,89.05,98.94,90.72,24.42,41.95,65,0.61,33.38
18262,2.55,41000,76.2,0.36,51.07,37.57,4.36,20.67,47229,17752,17927,18659,27000,12445,16550,18015,78.41,91.22,80.11,48.12,64.16,114,0.93,178.33
76210,2.51,32455,80.36,0.55,46.82,24.83,7.45,14.54,38532,15179,15596,12581,5554,12178,9921,10332,66.35,81.97,71.38,61.64,68.15,1912,4.28,249.58
35418,2.84,49965,84.3,0.84,57.03,24.84,2.8,16.84,55623,20256,20258,23760,11863,19251,20027,16494,83.98,93.32,89.32,57.08,69.48,227,0.92,43.35
48414,2.55,33488,76.97,0.21,39.92,29.24,6.61,12.94,40205,15744,16245,17778,16403,12928,11985,13292,70.77,78.04,74.89,58.17,65.18,1206,3.89,294.3
179278,2.72,24056,77.57,0.49,27.68,24.52,9.88,19.33,28565,11949,14940,7443,10947,13012,7101,8873,57.84,69.64,63.75,59.27,67.39,7874,5.78,611.05
22408,2.76,47808,79.06,0.89,69.6,35.62,2.99,18.19,52815,20206,21022,0,16142,15734,17766,21726,90.16,98.15,94.01,66.23,76,36,0.21,?
27591,2.63,23206,74.6,2.03,37.64,31.13,6.7,14.36,29169,11329,11603,6037,11594,6217,5095,5043,74.19,81.96,71.93,68.72,72.64,302,1.28,438.23
48370,2.59,50659,87.7,1.21,61.68,18.37,2.18,12.7,57395,25221,25505,14394,17824,14599,11010,12095,84.43,94.63,85.31,65.7,74.03,397,1.23,?
50380,2.53,31007,74,0.59,43.59,35.11,6.93,20.07,37634,14387,14552,13613,8929,10487,11294,9639,74.52,85.86,79.56,66.53,75.84,642,1.58,150.88
16825,2.36,24319,69.36,0.08,39.63,34.94,8.41,22.55,31576,12406,12455,11641,4751,4360,15521,10731,61.44,63.57,65.09,55.64,69.46,530,4.13,669.02
15023,2.45,27312,75.6,0.45,44.43,31.67,7.71,17.42,35219,13807,13861,10899,5210,25500,6258,9246,66.85,70.2,76.35,68.92,76.26,219,1.83,1987.15
16317,2.44,20053,70.06,1.25,26,31.19,14.06,11.83,25961,11400,12650,5998,32642,7336,0,12704,57.94,71.1,60.16,60.58,67.88,627,4.2,966.56
12286,2.53,46970,79.86,2.04,58.69,27.98,2.27,18.18,54759,20518,20613,19763,0,17181,10250,12727,80.42,94.95,87.52,71.28,75.7,37,0.46,134.26
42473,2.7,84441,84.95,0.85,73.54,21.59,1.49,16.43,96127,45504,46066,43138,0,37973,21950,29406,90.62,96.83,89.75,52.43,58.4,67,0.21,?
76060,2.59,34528,74.33,0.64,49.37,35.27,6.39,19.61,41896,15922,16165,11458,7652,11421,9115,8496,75.87,86.2,77.97,55.3,66.56,1114,2.08,166.71
23682,2.75,19077,67.3,0.71,30.73,33.94,14.04,13.6,23823,9835,13055,5712,7427,8217,6476,5628,56.86,68.45,69.64,61.03,69.15,1055,5.33,938.43
40091,2.59,47506,78.77,0.98,56.73,28.72,3.79,13.87,64036,30852,32232,7399,34483,13824,16943,27867,76.81,88.7,79.57,50.27,60.42,277,1.16,974.36
35445,2.35,22859,70.97,0.42,31.02,31.25,10.46,15.57,27912,11742,12110,6905,20041,7541,3650,5343,56.96,64.12,68.79,54.07,65.17,1403,5.05,618.78
29841,2.46,40543,83.23,0.27,53.39,22.25,4.03,14.26,48176,18888,18622,14063,12669,36949,10662,11159,73.26,83.39,76.35,67.9,77.77,533,2.54,204.28
63535,2.73,22468,89.29,0.33,24.82,10.15,4.39,15.7,24304,9582,10971,8073,9230,6075,6897,7172,71.52,84.65,77.09,57.54,63.75,1496,3.9,643.24
25879,2.7,18022,77.8,0.72,45.33,23.41,2.42,16.13,34019,10533,10777,6471,10264,9130,2778,6423,77.44,90.84,73.6,52.86,68.12,149,1.37,360.85
12054,2.49,19259,69.25,0.47,25.71,30.66,11,11.94,24179,10286,10546,7696,5513,9372,15000,5400,63.34,65.15,72.22,58.08,67.36,174,1.59,669.95
85866,2.65,39215,82.36,0.31,48.02,23.35,4.33,17.47,45431,16864,17117,10078,11024,15703,15595,13641,78.98,87.23,80.07,54.75,64.9,1187,1.86,?
52434,2.54,41814,77.24,0.32,58.35,34.09,3.83,19.63,50228,19383,19802,16134,10384,16426,11480,12176,80.38,93.66,84.54,63.33,74.37,485,1.38,177.06
22814,2.94,50492,89.48,1.49,53.18,13.55,1.82,12.6,55248,20409,20671,16936,10021,20990,12627,15611,83.56,94.1,88.01,61.09,67.99,78,0.52,190.01
37120,3.04,32559,77.74,0.51,37.06,23.06,11.63,12.92,35991,13733,17313,11260,14945,10702,9728,10416,69.01,76.13,80.23,53.92,60.21,964,3.61,822.57
41958,2.48,25982,79.88,1.46,52.21,22.18,4.81,15.36,39769,14760,15394,8508,12730,11645,7287,8741,70.13,86.71,70.98,60.97,70.33,335,1.7,589.98
43762,2.49,42453,92.72,0.87,45.43,10.01,1.52,9.09,53532,19847,19999,16507,20025,21132,14666,13360,81.72,90.77,82.5,65.07,73.33,288,1.12,188.22
24854,3.17,44920,94.46,1.81,40.93,7.49,2.79,6.49,46779,15476,15550,21565,15515,7404,13569,16263,86.1,92.4,88.65,70.6,78.51,256,1.75,?
18859,2.48,26771,77.27,0.61,52.78,29.69,7.05,11.42,33874,13509,13350,0,7984,33787,615,8596,81.32,86.66,80.09,68.94,78.42,203,1.24,151.58
12603,3.87,14990,76.39,0.98,37.34,23.3,12.29,11.65,26383,7355,7622,3823,5694,5861,3542,3072,66.4,61.05,68.79,57.89,67.97,184,3.56,?
16513,2.64,31053,73.37,0.5,45.16,31.78,3.67,20.02,35205,13686,13902,10204,19180,4048,10917,8727,77.79,95.48,85.32,57.71,59.72,60,0.43,145.76
70311,2.58,25377,76.51,1.01,35.98,26.26,6.11,12.57,30956,12761,14591,6748,8545,10514,5581,5328,67.62,81.42,72.44,56.48,65.73,1785,3.31,833.29
261229,2.92,23563,78.8,0.41,29.49,24.1,9.33,18.3,26818,11643,14699,7504,10944,8746,8291,9511,55.53,72.45,58.3,54.88,62.4,15750,9.62,1135.5
265968,2.52,19193,71.75,0.51,23.14,31.59,10.79,15.72,23892,10127,15353,7188,9539,9602,9403,13763,44.48,64.74,54.45,67.58,71.55,19512,9.04,2466.68
11591,2.57,14579,60.44,0.28,24.86,34.33,16.06,13.61,18239,8539,12563,3880,18000,3600,0,2600,45.15,60.11,47.17,56.86,66.47,1178,10.71,750.53
30923,2.93,33228,90.56,0.77,36.48,11.4,2.52,9.1,36730,12764,13382,9410,15480,17843,8017,8391,76.4,87.14,78.88,70.86,76.61,213,1.11,184.77
141686,2.71,28704,73.85,0.41,32.76,28.61,13.24,16.51,33090,13156,15509,10612,9211,11321,7847,8442,46.99,57.79,55.71,58.8,65.86,12723,12.01,1908.96
11284,2.66,32624,85.66,0.77,51.51,19.55,3.56,13.92,37788,13605,13577,2656,11095,17836,14308,20886,81.3,85.16,79.12,77.52,85.28,46,0.56,54.75
17313,2.82,55465,85.43,0.95,67.92,20.57,2.2,18.12,64876,23917,25265,3097,36872,25581,13994,14789,82.63,92.81,86.15,56.7,64.08,144,1.21,?
11365,2.77,57309,76.96,0.91,65.84,35.42,1.53,14.15,62419,27154,29111,77391,0,16573,14274,27711,88.98,100,87.53,53.64,63.67,11,0.13,?
16848,2.72,34826,85.31,0.56,32.22,17.89,5.02,10.03,40190,14479,14936,8694,19288,12391,7190,7416,73.67,86.86,77.54,60.78,73.55,252,2.07,364.21
12809,2.47,42358,83.39,0.42,59.63,20.66,1.14,13.29,48405,20125,20291,23000,9152,14263,0,20971,77.83,95.6,72.75,62.87,75.13,124,1.38,122.28
11340,2.74,28815,77.38,3.18,49.27,29.26,4.47,14.74,34664,12136,12215,1668,12156,3543,7432,3597,77.63,89.78,76.2,77.36,85.03,80,0.92,15.86
30108,2.55,38605,86.39,0.52,48.23,17.02,2.81,14.7,44796,18931,19976,8513,14480,23986,2835,13529,78.87,92.36,78.61,65.68,73.07,324,1.68,147.79
18310,2.43,23381,71.37,1.16,48.65,36.23,7.18,18.59,29877,11516,11756,5850,6807,8522,5501,6090,75.92,81.06,77.74,73.57,79.88,180,1.04,?
11139,2.6,23238,68.18,2.25,36.18,37.42,10.02,15.99,28312,11021,13320,4939,7474,7273,4875,5711,64.5,77.67,71.51,64.33,70.05,453,4.65,?
28564,2.27,21665,66.24,0,38.37,38.38,4.46,18.47,25010,12130,13541,6190,9748,8723,6524,7767,57.78,60.93,64.64,60.57,65.87,1201,5.82,1680.3
16425,2.87,42235,84.71,0.48,56.3,25.15,2.68,22.17,44844,17659,17576,10663,0,32244,16361,13348,87.5,94.2,89.68,55.65,71.38,87,0.79,83.81
33822,2.69,23127,76.06,0.26,33.54,32.03,7.07,15.7,28141,10868,12070,7098,7334,8000,8038,8920,57.64,69.72,62.31,67.47,75.04,1789,6.43,663.76
80352,2.69,27770,76.04,0.28,45.85,30.2,9.97,20.42,32883,12284,12919,6039,12518,15147,5122,5847,65.57,76.39,74.75,62.61,70.24,2626,4.12,536.08
16021,2.99,76907,91.29,1.78,67.05,11.58,2.52,8.49,82978,30761,32707,14091,5000,22192,19972,18800,92.58,97.09,93.37,43.76,59.41,37,0.39,103.24
85571,2.49,33667,75.02,1.26,48.54,27.32,6.01,14.9,40912,18934,21781,11372,12656,15436,7652,8412,63.88,81.66,71.12,62.21,68.78,1962,3.72,779.72
29771,3.29,23201,75.58,0.58,15.59,25.27,20.55,14.31,26531,8690,11482,8229,4834,7158,7744,7197,37.44,42.44,48.54,61.77,68.29,3618,14.17,?
53056,2.44,20413,71.52,0.68,30.55,36.54,9.47,18.31,27752,11344,13725,7340,7093,9510,3000,13418,53.99,59.36,59.43,68.72,74.42,3041,6.59,385.23
16812,2.45,20533,72.7,0.39,37,34.47,7.81,18.21,26636,10268,10389,4777,4028,17684,1800,6307,64.63,73.41,61.13,74.28,77.68,201,1.34,82.26
25494,3.35,60368,91.42,1.05,43.57,10.3,3.37,8.55,62131,19183,20528,21398,19008,20585,9574,11445,84.09,95.25,91.02,59.5,67.88,263,1.8,236.6
12322,2.2,25015,74.78,0.14,39.59,30.75,3.53,16.65,30279,13662,13756,11330,32000,20352,11200,9508,66.46,74.24,70.38,69.15,75.61,178,2.13,716.61
44639,2.37,15315,61.64,0.27,23.26,36.96,17.75,16.08,20973,10367,16658,5657,7088,7864,8765,15139,32.08,42.31,40.72,53.82,61.23,4657,12.16,845.39
26989,3.19,47346,91.74,1.29,47.98,13.08,1.55,11.47,49013,16080,16278,10216,10841,12906,10518,10733,85.69,98.36,87.67,65.11,74.14,33,0.2,204.32
11500,3.34,46566,87.77,2.57,49.26,20.66,3.74,14.21,54804,16531,16993,8973,7664,34639,5005,8358,79.97,95.5,85.47,64.15,73.88,176,2.12,17.24
39103,2.64,49777,78.55,0.72,55.76,31.68,3.47,16.47,59056,25537,26585,21118,12323,16195,15943,12753,82.47,94.86,81.93,55.1,65.83,330,1.16,297.32
35800,2.53,42299,89.74,0.53,51.8,12.28,2.07,9.66,50396,20037,20279,24834,13947,17165,8715,12919,79.43,88.95,80.68,64.37,71.65,278,1.36,143.51
15850,2.94,56478,82.04,0.59,69.44,25.21,2.09,18.17,65389,28597,29890,13862,1500,14133,9541,10785,81.42,94.13,80.92,51.71,60.69,104,1.08,50.49
54718,2.25,45598,78.05,0.8,61.54,23.21,4.07,10.91,61799,29044,30836,19262,5379,16819,7762,11827,76.88,91.09,70.28,61.28,71.24,517,1.85,475.46
16786,2.78,52044,80.91,0.67,53.21,26.04,4.77,20.39,59168,22156,22424,11165,22000,17106,11491,14810,84.17,94.19,90.25,58,67.31,48,0.34,39.21
25597,2.62,21851,76.37,0.62,27.54,30.89,11.51,11.06,27210,12181,16433,6370,12836,19979,9569,13934,49.26,58.45,58.09,69.1,74.84,1861,8.48,1138.05
42355,4.58,23819,85.24,0.38,10.17,13.89,15.54,8.47,23308,6125,6998,5121,4385,4820,5636,5672,61.95,77.71,73.79,43.06,47.29,2987,9.09,1313.17
30206,2.69,22357,71.95,1.14,31.87,30.15,7.75,14.47,27833,12527,15518,6405,5003,32622,4561,9308,64.41,76.94,68.8,61.92,69.31,826,3.28,796.75
22353,2.61,49849,89.33,1.07,54.59,15.2,2.26,9.86,57750,21269,21860,17030,10763,19077,16662,13926,82.46,92.46,85.14,51.29,67,240,1.88,95.76
11523,2.57,29492,79.34,2.65,53,26.32,5.6,11.93,35844,13863,13976,9446,13834,8739,4136,2971,81.37,82.72,87.27,75.85,79.59,116,1.32,?
12345,2.51,37159,80.99,0.59,52.06,26.53,2.5,17.16,46275,17764,17929,19167,15260,13492,16260,16721,79.29,96.03,76.55,50,70.2,85,0.94,211.18
27291,2.43,42113,77.21,0.67,64.46,32.88,1.6,20.23,51118,22058,22812,10865,37107,15428,0,14510,80.46,94.64,70.38,58.62,67.7,139,0.66,234.84
53691,3.08,56255,87.35,1.07,55.22,15.16,4.66,13.08,60350,20699,21973,21896,16545,16238,13286,14950,78.73,93.4,83.18,57.18,68.02,520,1.39,270.88
20098,2.57,32348,84.49,1.28,37.96,18.83,4.79,8.81,38138,16202,18079,8153,13820,7939,17055,16572,70.35,85.49,69.78,64.86,73.3,635,4.63,497.69
14073,2.33,22193,68.88,0.77,34.66,38.01,6.77,21.29,28899,11563,11822,8345,10545,16123,0,11488,63.24,77.37,71.41,63.97,71.63,413,3.86,387.44
14716,2.74,25751,72.83,1.81,31.16,34.29,8.94,20.08,30456,11356,13539,6749,6938,6647,4942,7663,51.77,62.34,67.42,64.11,73.03,719,5.45,1517.44
14507,2.32,25482,66.73,0.49,51.23,40.45,4.92,18.71,33315,15356,15381,471,0,21299,5060,10741,78,92.85,85.14,56.49,64.1,92,0.79,130.17
14215,2.75,20429,72.92,1.04,29.6,26.23,14.24,11.32,25121,11064,13500,3834,2177,17217,10690,11530,52.31,51.2,67.88,59.88,68.39,930,7.61,1108.14
31487,3.31,40955,84.07,1.17,34.75,18.53,12.12,11.92,44133,14241,16300,13170,29142,16256,8185,8805,68.79,83.17,71.85,62.97,68.1,853,3.64,790.2
10405,2.63,26265,72.88,0.23,40.31,37.7,8.35,19,34112,11911,12365,8148,24451,15175,7576,8533,65.31,83.93,74.47,59.03,67.58,291,3.37,840.18
42985,2.27,28465,62.64,0.2,44.95,46.24,3.14,21.06,35153,14897,15155,10299,17262,12721,11934,10315,74.62,87.41,78.33,65.45,74.31,556,1.63,373.65
40283,2.73,18748,66.2,0.15,29.88,34.85,19.13,18.32,23246,8890,10309,5610,7731,3994,4188,5354,46.57,53.46,56.89,55.95,61.28,3082,9.06,?
18400,2.75,20831,74.08,1.62,35.41,30.24,7.49,13.43,25127,9511,9910,16700,16265,8608,6438,5848,71,77.31,76.43,70.92,76.7,257,1.65,325.15
31997,2.1,46395,75.25,0.75,55.83,30.35,2.78,13.67,60628,31758,34683,23706,0,22487,12568,17705,83.02,93.89,73.84,36.97,46.85,129,0.67,425.03
21130,2.63,35151,75.96,0.42,51.72,30.99,5.46,20.97,39845,16881,16548,14600,10023,78927,6827,9798,77.35,79.51,84.23,64.01,70.42,176,1.01,?
45895,2.72,38354,87.84,1.02,41.17,14.55,1.66,10.75,42677,15912,16174,10480,9722,15330,11699,12477,78.62,89.67,83.38,69.9,74.96,337,1.13,265.42
20009,3.22,41096,95.23,0.37,33.61,8.2,1.38,7.13,41603,13413,13499,18279,14313,8814,12610,11213,85.62,97.1,85.22,70.26,72.68,100,0.84,173.62
28716,2.48,32690,73.5,0.5,42.14,29.54,8.02,15.11,39827,16044,16079,6224,15536,12132,8447,20780,74.67,84.73,77.89,61.34,70.17,421,1.91,1196.34
173072,2.49,26344,78.89,0.59,40.82,27.69,5.8,15.56,31981,12726,13792,8268,11238,10229,7671,8758,62.45,73.72,66.81,69.05,76.39,6744,5.04,555.18
11482,2.94,45489,90.02,1.3,41.75,12.59,3.45,7.79,47908,18182,18085,6082,26405,6410,8000,13364,84.67,90.64,84.12,70.99,76.71,134,1.81,?
32503,3.1,53479,81.23,1.04,58.89,22.89,3.36,19.64,62203,22161,23521,20713,22294,14436,11970,12466,76.48,93.07,80.53,54.18,72.08,314,1.58,358.64
11706,2.27,26818,69.5,0.12,50.05,39.65,3.49,25.99,34101,13802,13794,10143,0,18129,13336,12988,77.31,92.79,83.46,55.02,65.98,95,1.03,106.04
31282,2.67,28950,84.31,1.06,39.43,22.11,4.01,15.85,33504,13216,13258,11566,9816,12348,13536,9235,76.9,83.79,78.17,62.62,69.74,240,0.95,275.53
29101,2.95,25009,86.23,0.64,32.39,16.43,4.62,18.15,28163,10337,11182,6917,7566,7128,7998,7963,75.82,85.44,77.83,63.64,71.6,564,2.95,824.52
33687,2.43,35230,76.35,0.38,49.96,32.49,4.53,20.61,43081,16407,16551,11103,16572,13207,13291,10797,77.27,86.55,82.38,65.88,75.55,476,1.98,239.72
14658,2.65,31161,78.68,0.79,39.61,24.26,4.57,23.32,37220,13906,14474,11069,3703,4426,4264,12360,74.5,88.15,72.09,63.03,71.29,79,0.72,319.6
58043,3.01,37601,89.06,1.07,42.08,13.19,3.36,9.46,40233,13931,14189,8274,13100,11234,10870,9168,84.48,92.98,85.77,59.68,67.88,373,1.01,175.54
25198,2.82,26634,72.75,0.78,31.78,24.69,19.44,21.09,31042,11346,12539,9542,5616,5929,7152,7309,51.06,58.34,59.29,52.94,59.12,1856,8.09,?
84161,2.52,19807,67.99,0.3,31.57,32.7,14.65,19.92,25177,10133,10800,7349,5108,12273,6752,13853,56.99,63.43,65.15,52.32,59.38,3743,5.23,1224
10332,2.74,37695,77.29,0.13,56.23,28.09,3.99,21.78,42247,15242,15253,3792,0,22253,8967,10506,82.36,89.77,85.55,63.12,72.09,45,0.53,125.57
10762,2.32,46502,78.97,1.7,56.88,24.66,3.39,14.38,56668,24947,24890,20891,16120,31842,13547,14719,75.34,89.73,69.84,53.06,63.85,60,0.87,138.54
